\estQuantile: 0.9, Error percentile: 0, traceSize: 10000
estQuantile: 0.868776, Error percentile: 0.0312241, traceSize: 290000
estQuantile: 0.938756, Error percentile: 0.038756, traceSize: 290000
estQuantile: 0.874948, Error percentile: 0.0250515, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.97099, Error percentile: 0.0709898, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.905559, Error percentile: 0.00555888, traceSize: 290000
estQuantile: 0.948925, Error percentile: 0.0489247, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.922139, Error percentile: 0.0221387, traceSize: 290000
estQuantile: 0.91662, Error percentile: 0.0166204, traceSize: 290000
estQuantile: 0.920431, Error percentile: 0.0204307, traceSize: 290000
estQuantile: 0.921516, Error percentile: 0.0215164, traceSize: 290000
estQuantile: 0.925626, Error percentile: 0.0256261, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.896872, Error percentile: 0.00312751, traceSize: 10000000
estQuantile: 0.911363, Error percentile: 0.0113633, traceSize: 10000000
estQuantile: 0.903698, Error percentile: 0.00369805, traceSize: 10000000
estQuantile: 0.9, Error percentile: 0, traceSize: 10000000
estQuantile: 0.906345, Error percentile: 0.00634483, traceSize: 10000000
estQuantile: 0.901732, Error percentile: 0.00173167, traceSize: 10000000
estQuantile: 0.896424, Error percentile: 0.00357641, traceSize: 10000000
estQuantile: 0.897514, Error percentile: 0.00248564, traceSize: 20000000
estQuantile: 0.912133, Error percentile: 0.0121326, traceSize: 20000000
estQuantile: 0.906603, Error percentile: 0.00660345, traceSize: 20000000
estQuantile: 0.9, Error percentile: 0, traceSize: 20000000
estQuantile: 0.906989, Error percentile: 0.00698851, traceSize: 20000000
estQuantile: 0.901727, Error percentile: 0.00172744, traceSize: 20000000
estQuantile: 0.903428, Error percentile: 0.00342766, traceSize: 20000000
estQuantile: 0.893557, Error percentile: 0.00644298, traceSize: 30000000
estQuantile: 0.911128, Error percentile: 0.0111282, traceSize: 30000000
estQuantile: 0.899588, Error percentile: 0.000412211, traceSize: 30000000
estQuantile: 0.9, Error percentile: 0, traceSize: 30000000
estQuantile: 0.901311, Error percentile: 0.00131099, traceSize: 30000000
estQuantile: 0.894173, Error percentile: 0.00582653, traceSize: 30000000
estQuantile: 0.903426, Error percentile: 0.00342621, traceSize: 30000000
